<META>
author:Youppie Arliansyah
email:youppie@gmail.com
tanggal_dibuat:2010-11-17
nama_file:wilayah.txt
deskripsi:Data Wilayah (Propinsi, Kabupaten, Kecamatan) Indonesia, sumber data diambil dari sumbangan Wida Sari dari file group ID-PHP
kegunaan:Demo
lokasi:data/wilayah.txt
primary_key:kode_wilayah
sifat_tabel:master;hirarki
35.02.17.1010;KAUMAN
35.02.17.1011;TAMBAKBAYAN
35.02.17.1012;PINGGIRSARI
35.02.17.1013;MANGKUJAYAN
35.02.17.1014;BANYUDONO
35.02.17.1015;NOLOGATEN
35.02.17.1016;COKROMENGGALAN
35.02.17.1017;KENITEN
35.02.17.1018;JINGGLONG
35.02.17.1019;BEDURI
35.02.18.1001;SETONO
35.02.18.1002;SINGOSAREN
35.02.18.2003;MRICAN
35.02.18.2004;PLALANGAN
35.02.18.2005;NGLAYANG
35.02.18.2006;JENANGAN
35.02.18.2007;JIMBE
35.02.18.2008;NGRUPIT
35.02.18.2009;PINTU
35.02.18.2010;SEDAH
35.02.18.2011;PANJENG
35.02.18.2012;SRATEN
35.02.18.2013;SEMANDING
35.02.18.2014;TANJUNGSARI
35.02.18.2015;PARINGAN
35.02.18.2016;WATES
35.02.18.2017;KEMIRI
35.02.19.2001;NGROGUNG
35.02.19.2002;SAHANG
35.02.19.2003;WAGIR LOR
35.02.19.2004;TALUN
35.02.19.2005;GONDOWIDO
35.02.19.2006;PUPUS
35.02.19.2007;NGEBEL
35.02.19.2008;SEMPU
35.02.20.2001;JONGGOL
35.02.20.2002;POKO
35.02.20.2003;SENDANG
35.02.20.2004;BRINGINAN
35.02.20.2005;KARANGLO KIDUL
35.02.20.2006;KREBET
35.02.20.2007;BULU LOR
35.02.20.2008;JAMBON
35.02.20.2009;BLEMBEM
35.02.20.2010;PULOSARI
35.02.20.2011;MENANG
35.02.20.2012;SRANDIL
35.02.21.2001;BARENG
35.02.21.2002;TAMBANG
35.02.21.2003;KRISIK
35.02.21.2004;PUDAK WETAN
35.02.21.2005;BANJAREJO
35.02.21.2006;PUDAK KULON
35.03.01.2001;BESUKI
35.03.01.2002;TERBIS
35.03.01.2003;KARANGTENGAH
35.03.01.2004;WONOCOYO
35.03.01.2005;DEPOK
35.03.01.2006;KERTOSONO
35.03.01.2007;GAYAM
35.03.01.2008;PANGGUL
35.03.01.2009;BODAG
35.03.01.2010;TANGKIL
35.03.01.2011;NGLEBENG
35.03.01.2012;BANJAR
35.03.01.2013;NGRENCAK
35.03.01.2014;BARANG
35.03.01.2015;SAWAHAN
35.03.01.2016;MANGGIS
35.03.01.2017;NGRAMBINGAN
35.03.02.2001;NGULUNGKULON
35.03.02.2002;SOBO
35.03.02.2003;NGULUNGWETAN
35.03.02.2004;C R A K E N
35.03.02.2005;MASARAN
35.03.02.2006;TAWING
35.03.02.2007;KARANGTURI
35.03.02.2008;MUNJUNGAN
35.03.02.2009;BESUKI
35.03.02.2010;BENDOROTO
35.03.02.2011;BANGUN
35.03.03.2001;SIDOMULYO
35.03.03.2002;PUYUNG
35.03.03.2003;J O H O
35.03.03.2004;KEMBANGAN
35.03.03.2005;PAKEL
35.03.03.2006;PULE
35.03.03.2007;TANGGARAN
35.03.03.2008;KARANG ANYAR
35.03.03.2009;JOMBOK
35.03.03.2010;SUKO KIDUL
35.03.04.2001;CAKUL
35.03.04.2002;S I K I
35.03.04.2003;WATU AGUNG
35.03.04.2004;PANDEAN
35.03.04.2005;PETUNG
35.03.04.2006;SALAM WATES
35.03.04.2007;DONGKO
35.03.04.2008;SUMBER BENING
35.03.04.2009;NGERDANI
35.03.04.2010;PRINGAPUS
35.03.05.2001;KAYEN
35.03.05.2002;J A T I
35.03.05.2003;KARANGAN
35.03.05.2004;KERJO
35.03.05.2005;KEDUNGSIGIT
35.03.05.2006;SALAMREJO
35.03.05.2007;SUKO WETAN
35.03.05.2008;NGENTRONG
35.03.05.2009;SURENLOR
35.03.05.2010;WINONG
35.03.05.2011;TEGAREN
35.03.05.2012;GONDANG
35.03.05.2013;NGLONGSOR
35.03.05.2014;BANARAN
35.03.05.2015;PRAMBON
35.03.062010;BULUAGUNG
35.03.062011;SUMBERINGIN
35.03.062012;JATIPRAHU
35.03.07.2001;NGADIMULYO
35.03.07.2002;BOGORAN
35.03.07.2003;TIMAHAN
35.03.07.2004;BENDOAGUNG
35.03.07.2005;KARANG REJO
35.03.07.2006;SUGIHAN
35.03.07.2007;SENDEN
35.03.08.2001;KARANGGANDU
35.03.08.2002;SAWAHAN
35.03.08.2003;DUKUH
35.03.08.2004;PAKEL
35.03.08.2005;MARGOMULYO
35.03.08.2006;NGEMPEL
35.03.08.2007;SLAWE
35.03.08.2008;GEMAHARJO
35.03.08.2009;WATULIMO
35.03.08.2010;WATUAGUNG
35.03.08.2011;PRIGI
35.03.08.2012;TASIKMADU
35.03.09.2001;MASARAN
35.03.09.2002;SENGON
35.03.09.2003;SUREN LOR
35.03.09.2004;SUMURUP
35.03.09.2005;SRABAH
35.03.09.2006;DOMPYONG
35.03.09.2007;DEPOK
35.03.09.2008;BOTOPUTIH
35.03.10.2005;JAJARAN
35.03.10.2006;GANDUSARI
35.03.10.2007;WIDORO
35.03.10.2008;KARANGANYAR
35.03.10.2009;MELIS
35.03.10.2010;KRANDEGAN
35.03.10.2011;SUKORAME
35.03.11.1002;TAMANAN
35.03.11.1003;NGANTRU
35.03.11.1005;KELUTAN
35.03.11.1006;SURODAKAN
35.03.11.1007;SUMBERGEDONG
35.03.11.2001;NGARES
35.03.11.2004;KARANGSOKO
35.03.11.2008;SAMBIREJO
35.03.11.2009;SUMBERDADI
35.03.11.2010;REJOWINANGUN
35.03.11.2011;SUKOSARI
35.03.11.2012;PARAKAN
35.03.11.2013;DAWUHAN
35.03.13.2001;NGADISUKO
35.03.13.2002;GADOR
35.03.13.2003;KENDAL REJO
35.03.13.2004;SEMARUM
35.03.13.2005;SUMBEREJO
35.03.13.2006;DURENAN
35.03.13.2007;PAKIS
35.03.13.2008;PANDEAN
35.03.13.2009;PANGGUNGSARI
35.03.13.2010;SUMBERGAYAM
35.03.13.2011;KAMULAN
35.03.13.2012;MALASAN
35.03.13.2013;BARUHARJO
35.03.13.2014;KARANGANOM
35.03.14.2001;P U R U H
35.03.14.2002;WONOKERTO
35.03.14.2003;NGLEBO
35.03.14.2004;NGRANDU
35.03.14.2005;GAMPING
35.03.14.2006;SURUH
35.03.14.2007;MLINJON
35.0310.2001;NGRAYUNG
35.0310.2002;WONOREJO
35.0310.2003;SUKOREJO
35.0310.2004;WONOANTI
35.0312.2001;WONOCOYO
35.0312.2002;NGETAL
35.0312.2003;NGADIRENGGO
35.0312.2004;POGALAN
35.0312.2005;NGULUNGKULON
35.0312.2006;BENDOREJO
35.0312.2007;GEMBLEB
35.0312.2008;NGADIREJO
35.0312.2009;GULUNG WETAN
35.0312.2010;KEDUNGLURAH
35.04.01.1001;KEDUNGSOKO
35.04.01.1002;TERTEK
35.04.01.1003;KARANGWARU
35.04.01.1004;TAMANAN
35.04.01.1005;JEPUN
35.04.01.1006;BAGO
35.04.01.1007;KEPATIHAN
35.04.01.1008;KENAYAN
35.04.01.1009;KAMPUNGDALEM
35.04.01.1010;KAUMAN
35.04.01.1011;KUTOANYAR
35.04.01.1012;SEMBUNG
35.04.01.1013;PANGGUNGREJO
35.04.01.1014;BOTORAN
35.04.02.2001;WAJAK KIDUL
35.04.02.2002;SANGGRAHAN
35.04.02.2003;PUCUNGKIDUL
35.04.02.2004;BOYOLANGU
35.04.02.2005;NGRANTI
35.04.02.2006;KENDALBULUR
35.04.02.2007;BONO
35.04.02.2008;WAUNG
35.04.02.2009;MOYOKETEN
35.04.02.2010;WAJAKLOR
35.04.02.2011;KARANGREJO
35.04.02.2012;KEPUH
35.04.02.2013;TANJUNGSARI
35.04.02.2014;SERUT
35.04.02.2015;BEJI
35.04.02.2016;SOBONTORO
35.04.02.2017;GEDANGSEWU
35.04.03.2001;PLOSOKANDANG
35.04.03.2002;TUNGGULSARI
35.04.03.2003;RINGINPITU
35.04.03.2004;LODERESAN
35.04.03.2005;BULUSARI
35.04.03.2006;BANGOAN
35.04.03.2007;BORO
35.04.03.2008;TAPAN
35.04.03.2009;REJOAGUNG
35.04.03.2010;KEDUNGWARU
35.04.03.2011;PLANDAAN
35.04.03.2012;KETANON
35.04.03.2013;TAWANGSARI
35.04.03.2014;MANGUNSARI
35.04.03.2015;WINONG
35.04.03.2016;MAJAN
35.04.03.2017;SIMO
35.04.03.2018;GENDINGAN
35.04.03.2019;NGUJANG
35.04.04.2001;PAKEL
35.04.04.2002;PUCUNGLOR
35.04.04.2003;SRIKATON
35.04.04.2004;PADANGAN
35.04.04.2005;BANJARSARI
35.04.04.2006;PULEREJO
35.04.04.2007;BENDOSARI
35.04.04.2008;NGANTRU
35.04.04.2009;MOJOAGUNG
35.04.04.2010;BATOKAN
35.04.04.2011;KEPUHREJO
35.04.04.2012;POJOK
35.04.04.2013;PINGGIRSARI
35.04.05.2001;BOLOREJO
35.04.05.2002;KAUMAN
35.04.05.2003;BALEREJO
35.04.05.2004;BATANGSAREN
35.04.05.2005;PANGGUNGREJO
35.04.05.2006;KALANGBRET
35.04.05.2007;SIDOREJO
35.04.05.2008;MOJOSARI
35.04.05.2009;KARANGANOM
35.04.05.2010;PUCANGAN
35.04.05.2011;KATES
35.04.05.2012;BANARAN
35.04.05.2013;JATIMULYO
35.04.06.2001;WONOREJO
35.04.06.2002;KEDUNGCANGKRING
35.04.06.2003;MULYOSARI
35.04.06.2004;SEGAWE
35.04.06.2005;SAMAR
35.04.06.2006;PENJOR
35.04.06.2007;PAGERWOJO
35.04.06.2008;KRADINAN
35.04.06.2009;SIDOMULYO
35.04.06.2010;GONDANGGUNUNG
35.04.06.2011;GAMBIRAN
35.04.07.2001;KEDOYO
35.04.07.2002;NGLUTUNG
35.04.07.2003;TALANG
35.04.07.2004;KROSOK
35.04.07.2005;DONO
35.04.07.2006;TUGU
35.04.07.2007;PICISAN
35.04.07.2008;NYAWANGAN
35.04.07.2009;SENDANG
35.04.07.2010;NGLURUP
35.04.07.2011;GEGER
35.04.08.2001;BUNGUR
35.04.08.2002;BABADAN
35.04.08.2003;SUKOWIYONO
35.04.08.2004;SEMBON
35.04.08.2005;SUKOWIDODO
35.04.08.2006;TANJUNGSARI
35.04.08.2007;GEDANGAN
35.04.08.2008;SUKODONO
35.04.08.2009;KARANGREJO
35.04.08.2010;SUKOREJO
35.04.08.2011;PUNJUL
35.04.08.2012;JELI
35.04.08.2013;TULUNGREJO
35.04.09.2001;KENDAL
35.04.09.2002;TAWING
35.04.09.2003;GONDOSULI
35.04.09.2004;DUKUH
35.04.09.2005;SEPATAN
35.04.09.2006;MACANBANG
35.04.09.2007;KIPING
35.04.09.2008;REJOSARI
35.04.09.2009;BENDO
35.04.09.2010;NGRENDENG
35.04.09.2011;GONDANG
35.04.09.2012;BENDUNGAN
35.04.09.2013;NOTOREJO
35.04.09.2014;SIDEM
35.04.09.2015;SIDOMULYO
35.04.09.2016;BLENDIS
35.04.09.2017;MOJOARUM
35.04.09.2018;TIUDAN
35.04.09.2019;JARAKAN
35.04.09.2020;WONOKROMO
35.04.10.2001;SAMBIDOPLANG
35.04.10.2002;WATES
35.04.10.2003;MIRIGAMBAR
35.04.10.2004;TRENCENG
35.04.10.2005;BENDILWUNGU
35.04.10.2006;SAMBIJAJAR
35.04.10.2007;PODOREJO
35.04.10.2008;DOROAMPEL
35.04.10.2009;JUNJUNG
35.04.10.2010;TAMBAKREJO
35.04.10.2011;WONOREJO
35.04.10.2012;BENDILJATIKULON
35.04.10.2013;BENDILJATIWETAN
35.04.10.2014;SUMBERDADI
35.04.10.2015;JABALSARI
35.04.10.2016;SAMBIROBYONG
35.04.10.2017;BUKUR
35.04.11.2001;KARANGSONO
35.04.11.2002;SAMIR
35.04.11.2003;KACANGAN
35.04.11.2004;SELOREJO
35.04.11.2005;BALESONO
35.04.11.2006;PANDANSARI
35.04.11.2007;SUMBERINGINKULON
35.04.11.2008;SUMBERINGINKIDUL
35.04.11.2009;KALIWUNGU
35.04.11.2010;SUMBEREJOWETAN
35.04.11.2011;NGUNUT
35.04.11.2012;KALANGAN
35.04.11.2013;GILANG
35.04.11.2014;SUMBEREJOKULON
35.04.11.2015;PURWOREJO
35.04.11.2016;KROMASAN
35.04.11.2017;PULOSARI
35.04.11.2018;PULOTONDO
35.04.12.2001;PUCANGLABAN
35.04.12.2002;KALIDAWE
35.04.12.2003;PANGGUNGKALAK
35.04.12.2004;KALIGENTONG
35.04.12.2005;SUMBERBENDO
35.04.12.2006;MANDING
35.04.12.2007;PANGGUNGUNI
35.04.12.2008;SUMBERDADAP
35.04.12.2009;DEMUK
35.04.13.2001;TENGGUR 
35.04.13.2002;PANJEREJO
35.04.13.2003;KARANGSARI
35.04.13.2004;TUGU
35.04.13.2005;SUKOREJOWETAN
35.04.13.2006;JATIDOWO
35.04.13.2007;BANJAREJO
35.04.13.2008;TANEN
35.04.13.2009;SUMBERAGUNG
35.04.13.2010;BLIMBING
35.04.13.2011;REJOTANGAN
35.04.13.2012;PAKISREJO
35.04.13.2013;TEGALREJO
35.04.13.2014;ARIYOJEDING
35.04.13.2015;TENGGONG
35.04.13.2016;BUNTARAN
35.04.14.2001;KALIBATUR
35.04.14.2002;REJOSARI
35.04.14.2003;SUKOREJOKULON
35.04.14.2004;KALIDAWIR
35.04.14.2005;KARANGTALUN
35.04.14.2006;BANYUURIP
35.04.14.2007;WINONG
35.04.14.2008;JOHO
35.04.14.2009;PAKISSAJI
35.04.14.2010;JABON
35.04.14.2011;TUNGGANGRI
35.04.14.2012;SALAKKEMBANG
35.04.14.2013;NGUBALAN
35.04.14.2014;DOMASAN
35.04.14.2015;TANJUNG
35.04.14.2016;BETAK
35.04.14.2017;PAGERSARI
35.04.15.2001;BESOLE
35.04.15.2002;TANGGULWELAHAN
35.04.15.2003;BESUKI
35.04.15.2004;KEBOIRENG
35.04.15.2005;TANGGULTURUS
35.04.15.2006;SEDAYUGUNUNG
35.04.15.2007;TANGGULKUNDUNG
35.04.15.2008;WATES KROYO
35.04.15.2009;SIYOTOBAGUS
35.04.15.2010;TULUNGREJO
35.04.16.2001;NGENTRONG
35.04.16.2002;GEDANGAN
35.04.16.2003;SAWO
35.04.16.2004;GAMPING
35.04.16.2005;CAMPURDARAT
35.04.16.2006;WATES
35.04.16.2007;PELEM
35.04.16.2008;POJOK
35.04.16.2009;TANGGUNG
35.04.17.2001;NGLAMPIR
35.04.17.2002;TALUNKULON
35.04.17.2003;BANTENGAN
35.04.17.2004;KEDUNGWILUT
35.04.17.2005;SUWARU
35.04.17.2006;NGUNGGAHAN
35.04.17.2007;SURUHANKIDUL
35.04.17.2008;BANDUNG
35.04.17.2009;MERGAYU
35.04.17.2010;SEBALOR
35.04.17.2011;SUKOHARJO
35.04.17.2012;SOKO
35.04.17.2013;SINGGIT
35.04.17.2014;NGEPEH
35.04.17.2015;SURUHANLOR
35.04.17.2016;BULUS
35.04.17.2017;KESAMBI
35.04.17.2018;GOMBANG
35.04.18.2001;SAMBITAN
35.04.18.2002;BONO
35.04.18.2003;SUKOANYAR
35.04.18.2004;DUWET
35.04.18.2005;TAMBAN
35.04.18.2006;NGEBONG
35.04.18.2007;SODO
35.04.18.2008;GOMBANG
35.04.18.2009;PAKEL
35.04.18.2010;SUWALUH
35.04.18.2011;PECUK
35.04.18.2012;BANGUNMULYO
35.04.18.2013;KASREMAN
35.04.18.2014;SANAN
35.04.18.2015;BANGUNJAYA
35.04.18.2016;NGRANCE
35.04.18.2017;GEBANG
35.04.18.2018;GESIKAN
35.04.18.2019;GEMPOLAN
35.04.19.2001;KRESIKAN
35.04.19.2002;JENGLUNGHARJO
35.04.19.2003;NGREJO
35.04.19.2004;TANGGUNGGUNUNG
35.04.19.2005;NGEPOH
35.04.19.2006;TENGGALREJO
35.04.19.2007;PAKISREJO
35.05.01.1008;KANIGORO
35.05.01.1010;SATREYAN
35.05.01.2001;MINGGIRSARI
35.05.01.2002;JATINOM
35.05.01.2003;GOGODESO
35.05.01.2004;GAPRANG
35.05.01.2005;PAPUNGAN
35.05.01.2006;TLOGO
35.05.01.2007;KARANGSONO
35.05.01.2008;PIKATAN
35.05.01.2009;BANGGLE
35.05.01.2010;KUNIR
35.05.01.2011;SAWENTAR
35.05.01.2012;KUNINGAN
35.05.02.2001;JATI
35.05.02.2002;TEMENGGUNGAN
35.05.02.2003;BESUKI
35.05.02.2004;TUNJUNG
35.05.02.2005;BAKUNG
35.05.02.2006;MANGUNAN
35.05.02.2007;KARANGGONDONG
35.05.02.2008;RINGINANOM
35.05.02.2009;SUKOREJO
35.05.02.2010;SLEMANAN
35.05.02.2011;SUMBERSARI
35.05.02.2012;BENDOREJO
35.05.03.1004;TOGOGAN
35.05.03.1007;SRENGAT
35.05.03.1009;DANDONG
35.05.03.1010;KAUMAN
35.05.03.2001;KARANGGAYAM
35.05.03.2002;DERMOJAYAN
35.05.03.2003;KERJEN
35.05.03.2005;PAKISREJO
35.05.03.2006;PURWOKERTO
35.05.03.2008;WONOREJO
35.05.03.2011;MARON
35.05.03.2012;BAGELENAN
35.05.03.2013;KANDANGAN
35.05.03.2014;KENDALREJO
35.05.03.2015;SELOKAJANG
35.05.03.2016;NGAGLIK
35.05.04.1011;KADEMANGAN
35.05.04.2001;PANGGUNGDUWET
35.05.04.2002;MARON
35.05.04.2003;PAKISAJI
35.05.04.2004;KEBONSARI
35.05.04.2005;BENDOSARI
35.05.04.2006;SUMBERJO
35.05.04.2007;SURUHWADANG
35.05.04.2008;PLUMPUNGREJO
35.05.04.2009;JIMBE
35.05.04.2010;DAWUHAN
35.05.04.2014;PLOSOREJO
35.05.04.2015;DARUNGAN
35.05.05.2001;PULEREJO
35.05.05.2002;TUMPAKOYOT
35.05.05.2003;PLANDIREJO
35.05.05.2004;SUMBERDADI
35.05.05.2005;BAKUNG
35.05.05.2006;NGREJO
35.05.05.2007;BULULAWANG
35.05.05.2008;KEDUNGBANTENG
35.05.05.2009;SIDOMULYO
35.05.05.2010;LOREJO
35.05.05.2011;TUMPAKKEPUH
35.05.06.2001;DADAPLANGU
35.05.06.2002;LANGON
35.05.06.2003;GEMBONGAN
35.05.06.2004;RINGINANYAR
35.05.06.2005;KEBONDUREN
35.05.06.2006;BACEM
35.05.06.2007;PONGGOK
35.05.06.2008;BENDOREJO
35.05.06.2009;KAWEDUSAN
35.05.06.2010;JATILENGGER
35.05.06.2011;BENDO
35.05.06.2012;SIDOREJO
35.05.06.2013;MALIRAN
35.05.06.2014;CANDIREJO
35.05.06.2015;KARANGBENDO
35.05.07.2001;KALIPUCUNG
35.05.07.2002;BENDOSARI
35.05.07.2003;SUMBER
35.05.07.2004;SANANKULON
35.05.07.2005;SUMBERINGIN
35.05.07.2006;PURWOREJO
35.05.07.2007;BENDOWULUNG
35.05.07.2008;TULISKRIYO
35.05.07.2009;SUMBERJO
35.05.07.2010;GLEDUG
35.05.07.2011;JEDING
35.05.07.2012;PLOSOARANG
35.05.08.2001;PASIRAMAN
35.05.08.2002;KALIGRENJENG
35.05.08.2003;TAMBAKREJO
35.05.08.2004;SUMBERBOTO
35.05.08.2005;GUNUNGGEDE
35.05.08.2006;WONOTIRTO
35.05.08.2007;NGENI
35.05.08.2008;NGADIPURO
35.05.09.1009;NGLEGOK
35.05.09.2001;SUMBERSARI
35.05.09.2002;KEDAWUNG
35.05.09.2003;NGORANG
35.05.09.2004;DAYU
35.05.09.2005;BANGSARI
35.05.09.2006;KEMLOKO
35.05.09.2007;PENATARAN
35.05.09.2008;KRENCENG
35.05.09.2010;JIWUT
35.05.09.2011;MODANGAN
35.05.11.1002;SUMBERDIREN
35.05.11.1003;TAWANGSARI
35.05.11.1004;GARUM
35.05.11.1006;BENCE
35.05.11.2001;POJOK
35.05.11.2005;TINGAL
35.05.11.2007;SLOROK
35.05.11.2008;SIDODADI
35.05.11.2009;KARANGREJO
35.05.12.1002;KEDUNGBUNDER
35.05.12.1003;KEMBANGARUM
35.05.12.1004;KALIPANG
35.05.12.1005;SUTOJAYAN
35.05.12.1006;JINGGLONG
35.05.12.1007;SUKOREJO
35.05.12.1008;JEGU
35.05.12.2001;PANDANARUM
35.05.12.2009;BACEM
35.05.12.2010;SUMBERJO
35.05.12.2011;KAULON
35.05.13.2001;SERANG
35.05.13.2002;KALITENGAH
35.05.13.2003;MARGOMULYO
35.05.13.2004;PANGGUNGREJO
35.05.13.2005;SUMBERSIH
35.05.13.2006;KALIGAMBIR
35.05.13.2007;BUMIAYU
35.05.13.2008;PANGGUNGSARI
35.05.13.2009;SUMBERAGUNG
35.05.13.2010;BALEREJO
35.05.14.1008;TALUN
35.05.14.1009;KAMULAN
35.05.14.1013;BAJANG
35.05.14.1014;KAWERON
35.05.14.2001;TUMPANG
35.05.14.2002;KENDALREJO
35.05.14.2003;PASIRHARJO
35.05.14.2004;JEBLOG
35.05.14.2005;JABUNG
35.05.14.2006;BENDOSEWU
35.05.14.2007;WONOREJO
35.05.14.2010;DUREN
35.05.14.2011;SRAGI
35.05.14.2012;JAJAR
35.05.15.2001;SUMBERAGUNG
35.05.15.2002;GADUNGAN
35.05.15.2003;KOTES
35.05.15.2004;SUKOSEWU
35.05.15.2005;GONDANG
35.05.15.2006;TAMBAKAN
35.05.15.2007;GANDUSARI
35.05.15.2008;BUTUN
35.05.15.2009;NGARINGAN
35.05.15.2010;SOSO
35.05.15.2011;SLUMBUNG
35.05.15.2012;SEMEN
35.05.15.2013;TULUNGREJO
35.05.15.2014;KRISIK
35.05.17.1001;BERU
35.05.17.1002;BABADAN
35.05.17.1003;TANGKIL
35.05.17.1004;WLINGI
35.05.17.1006;KLEMUNAN
35.05.17.2005;TEMBALANG
35.05.17.2007;NGADIRENGGO
35.05.17.2008;TEGALASRI
35.05.17.2009;BALEREJO
35.05.18.2001;SLOROK
35.05.18.2002;SURU
35.05.18.2003;PLUMBUNGAN
35.05.18.2004;SUMBERURIP
35.05.18.2005;GENENGAN
35.05.18.2006;DOKO
35.05.18.2007;JAMBEPAWON
35.05.18.2008;SIDOREJO
35.05.18.2009;RESAPOMBO
35.05.18.2010;KALIMANIS
35.05.19.2001;SIRAMAN
35.05.19.2002;KESAMBEN
35.05.19.2003;JUGO
35.05.19.2004;PAGERWOJO
35.05.19.2005;PAGERGUNUNG
35.05.19.2006;TEPAS
35.05.19.2007;KEMIRIGEDE
35.05.19.2008;TAPAKREJO
35.05.19.2009;BUMIREJO
35.05.19.2010;SUKOANYAR
35.05.20.2001;PURWOREJO
35.05.20.2002;TULUNGREJO
35.05.20.2003;SUMBERARUM
35.05.20.2004;RINGINREJO
35.05.20.2005;MOJOREJO
35.05.20.2006;SUKOREJO
35.05.20.2007;WATES
35.05.20.2008;TUGUREJO
35.05.21.2001;BANJARSARI
35.05.21.2002;POHGAJIH
35.05.21.2003;SELOREJO
35.05.21.2004;SUMBERAGUNG
35.05.21.2005;NGRENDENG
35.05.21.2006;SIDOMULYO
35.05.21.2007;AMPELGADING
35.05.21.2008;OLAKALEN
35.05.21.2009;BORO
35.05.21.2010;NGRECO
35.05.22.2001;MANDESAN
35.05.22.2002;JATITENGAH
35.05.22.2003;JAMBEWANGI
35.05.22.2004;SELOPURO
35.05.22.2005;TEGALREJO
35.05.22.2006;PLOSO
35.05.22.2007;POPOH
35.05.22.2008;MROJO
35.06.01.2001;  BULU
35.06.01.2002;  SIDOMULYO
35.06.01.2003;  PUHRUBUH 
35.06.01.2004;  SELOPANGGUNG
35.06.01.2005;  KANYORAN
35.06.01.2006;  PUHSARANG
35.06.01.2007;  BOBANG
35.06.01.2008;  SEMEN
35.06.01.2009;  TITIK
35.06.01.2010;  KEDAK
35.06.01.2011;  PAGUNG
35.06.01.2012; JOHO
35.06.02.2001;  JUGO
35.06.02.2002;  BLIMBING
35.06.02.2003;  PAMONGAN
35.06.02.2004;  PETUNGROTO
35.06.02.2005;  NGETREP
35.06.02.2006;  PONGGOK  
35.06.02.2007;  NGADI
35.06.02.2008;  KRANDING
35.06.02.2009;  MAESAN 
35.06.02.2010;  KEDAWUNG
35.06.02.2011;  PLOSO
35.06.02.2012;  KRATON
35.06.02.2013;  TAMBIBENDO
35.06.02.2014;  M O J O
35.06.02.2015;  MLATI
35.06.02.2016;  SURAT
35.06.02.2017;  SUKOANYAR
35.06.02.2018;  KENITEN
35.06.02.2019;  MONDO
35.06.02.2020;  PETOK
35.06.03.2001;  SETONOREJO
35.06.03.2002;  PELAS
35.06.03.2003;  BLEBER      
35.06.03.2004;  BUTUH
35.06.03.2005;  JABANG
35.06.03.2006;  MOJOSARI  
35.06.03.2007;  REJOMULYO
35.06.03.2008;  KARANGTALUN
35.06.03.2009;  NYAWANGAN    
35.06.03.2010;  PURWODADI
35.06.03.2011;  KRAS     
35.06.03.2012;  BENDOSARI
35.06.03.2013;  KANIGORO
35.06.03.2014;  KRANDANG
35.06.03.2015;  BANJARANYAR
35.06.03.2016;  JAMBEAN
35.06.04.2001;TALES
35.06.04.2002;SEKETI
35.06.04.2003;BANGGLE
35.06.04.2004;BRANGGAHAN
35.06.04.2005;SLUMBUNG
35.06.04.2006;DUKUH
35.06.04.2007;PURWOKERTO
35.06.04.2008;NGADILUWIH
35.06.04.2009;BADAL
35.06.04.2010;BADAL PANDEAN
35.06.04.2011;REMBANG
35.06.04.2012;REMBANGKEPUH
35.06.04.2013;BEDUG
35.06.04.2014;MANGUNREJO
35.06.04.2015;BANJAREJO
35.06.04.2016;WONOREJO
35.06.05.2001;SUMBEREJO
35.06.05.2002;SELOSARI
35.06.05.2003;KARANGREJO
35.06.05.2004;KANDAT
35.06.05.2005;CENDONO
35.06.05.2006;RINGINSARI
35.06.05.2007;TEGALAN
35.06.05.2008;NGLETIH
35.06.05.2009;PURWOREJO
35.06.05.2010;PULE
35.06.05.2011;BLABAK
35.06.05.2012;NGRECO
35.06.06.2001;DUWET
35.06.06.2002;POJOK
35.06.06.2003;SEGARAN
35.06.06.2004;GADUNGAN
35.06.06.2005;WATES
35.06.06.2006;TAWANG
35.06.06.2007;JAJAR
35.06.06.2008;TUNGE
35.06.06.2009;TEMPUREJO
35.06.06.2010;PLAOSAN
35.06.06.2011;KARANGANYAR
35.06.06.2012;WONOREJO
35.06.06.2013;PAGU
35.06.06.2014;JOHO
35.06.06.2015;SILIR
35.06.06.2016;SUMBERAGUNG
35.06.06.2017;SIDOMULYO
35.06.06.2018;JANTI
35.06.07.2001;SEMPU
35.06.07.2002;PANDANTOYO
35.06.07.2003;MARGOURIP
35.06.07.2004;BEDALI
35.06.07.2005;KUNJANG
35.06.07.2007;NGANCAR
35.06.07.2008;SUGIHWARAS
35.06.07.2009;BABADAN
35.06.07.2010;JAGUL
35.06.07.2011;MANGGIS
35.06.08.2001;PUNCU
35.06.08.2002;ASMOROBANGUN
35.06.08.2003;MANGGIS
35.06.08.2004;SIDOMULYO
35.06.08.2005;WATUGEDE
35.06.08.2007;WONOREJO
35.06.08.2008;SATAK
35.06.08.2011;GADUNGAN
35.06.09.2001;GONDANG
35.06.09.2002;KAYUNAN
35.06.09.2003;PANJER
35.06.09.2004;JARAK
35.06.09.2005;PLOSO KIDUL
35.06.09.2007;BRENGGOLO
35.06.09.2008;DONGANTI
35.06.09.2009;KAWEDUSAN
35.06.09.2010;KLANDERAN
35.06.09.2011;PUNJUL
35.06.09.2012;PRANGGANG
35.06.09.2013;SUMBERAGUNG
35.06.09.2014;WONOREJOTRISULO
35.06.09.2015;SEPAWON
35.06.10.2001;NGLUMBANG
35.06.10.2002;BLIMBING
35.06.10.2003;NGASEM
35.06.10.2004;BOGEM
35.06.10.2005;KRANGGAN
35.06.10.2006;TURUS
